Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
40	2165	2202	54	4367	36	258	368	65.6734	80.735	0.978732	3482.86	368	258	0	3332
41	790981	393650	70	1184631	56	1	2	0.510145	0.663642	0.999783	2743.06	2	1	0	2742
42	1444	410300	23	411744	1161	80	2	18.0464	0.548094	0.998692	6319.99	2	80	0	6302
43	10536	31827	132	42363	2215	1219	64	277.329	14.6763	0.966485	3910.16	64	1219	0	3629
44	307180	17073	59	324253	146	23	8	3.96618	1.74108	0.994436	489.436	8	23	0	485
45	278331	33868	10	312199	599	62	1	15.3865	0.0677556	0.992809	950.1	1	62	0	937
46	2061026	4201	38	2065227	46	0	0	0	0	1	19	0	0	0	19
47	55926	3783	16	59709	336	235	13	57.7024	2.6467	0.95294	575.484	13	235	0	511
48	440501	31836	597	472337	530	46	52	11.7923	10.4949	0.984045	693.711	52	46	0	673
49	2513616	18043	19	2531659	2355	47	0	9.58357	0	0.942731	74.3696	0	47	0	65
50	20107	21382	26	41489	617	444	23	101.424	3.96491	0.987167	3665.06	23	444	0	3560
51	9062	37147	1661	46209	1419	641	816	147.872	170.335	0.960752	4086.25	816	641	0	3772
52	530793	143919	27	674712	101	7	1	2.37295	0.160315	0.999392	1870.83	1	7	0	1868
53	4322579	1672	1242	4324251	376	5	11	0.956522	1.24198	0.759736	4.62894	11	5	0	3
54	33499	132777	180	166276	94	24	34	6.09662	6.60799	0.998832	5462.07	34	24	0	5448
55	1433	70371	29	71804	1110	383	17	84.5121	2.63702	0.993275	5767.69	17	383	0	5678
56	189553	390551	435	580104	62	1	30	0.124638	6.89958	0.999196	4865.15	30	1	0	4860
57	12654	93645	13	106299	102	33	5	6.70918	1.17181	0.999372	5756.46	5	33	0	5749
58	460249	3528	54	463777	45	8	4	2.31304	1.18209	0.976079	70.3388	4	8	0	67
59	144493	2617	1448	147110	11	3	419	0.690821	86.248	0.788412	224.391	419	3	0	141
60	1067449	6590	774	1074039	174	10	36	1.39614	8.30369	0.931768	76.6439	36	10	0	67
61	4321	1225	115	5546	399	1565	460	354.903	100.921	0.820576	1201.34	460	1565	0	769
62	3027239	2649	12	3029888	94	1	0	0.263768	0	0.983696	7.15217	0	1	0	7
63	4163	15545	1766	19708	185	181	1685	41.8957	359.649	0.939207	3592.06	1685	181	0	3201
64	722535	74431	114	796966	16	2	6	0.391304	1.71567	0.99868	856.722	6	2	0	855
65	4906261	1131	2939	4907392	37	0	27	0	5.1712	0.29268	3.7931	27	0	0	0
66	4249751	29017	393	4278768	38	0	1	0	0.0998185	0.999071	60.0517	1	0	0	60
67	2340208	19118	32	2359326	68	2	1	0.5343	0.290381	0.995363	85.8463	1	2	0	84
68	1341859	1205	77	1343064	11	0	4	0	1.03267	0.953148	12.2586	4	0	0	11
69	81715	3924	1886	85639	206	89	796	22.4386	165.774	0.807027	523.25	796	89	0	338
70	4930	9188	1633	14118	204	259	2059	54.0725	452.241	0.906043	2921.14	2059	259	0	2416
71	513074	5554	104	518628	14	1	6	0.0434783	1.39625	0.990763	86.47	6	1	0	85
72	6624	7792	346	14416	158	290	641	62.5285	127.881	0.971824	3511.67	641	290	0	3324
73	7986	5982	1063	13968	41	58	1734	12.6019	381.85	0.914192	2530.71	1734	58	0	2146
74	49391	11945	22	61336	962	542	10	125.831	1.2686	0.962988	1526.07	10	542	0	1405
75	80830	158162	635	238992	387	42	85	9.76812	16.5771	0.997108	4693.48	85	42	0	4665
76	3854441	30549	174	3884990	104	1	2	0.162319	0.60859	0.994757	78.5007	2	1	0	78
77	418726	2555	17	421281	18	3	1	0.505314	0.45977	0.992273	62.1057	1	3	0	60
78	55457	62751	142	118208	51	11	50	2.19227	11.5517	0.998119	3946.57	50	11	0	3933
79	741300	9146	107	750446	721	44	5	8.14203	1.10768	0.961672	110.267	5	44	0	102
80	2045	151170	16	153215	27	8	4	1.68696	1.48336	0.999748	6236.19	4	8	0	6233
81	3529238	29505	321	3558743	46	0	1	0	0.0344828	0.999797	95.0172	1	0	0	95
82	1676	9869	190	11545	118	260	427	61.9179	93.9316	0.98425	5065.42	427	260	0	4912
83	77768	100870	116	178638	105	15	27	3.51787	6.54204	0.998759	4197.27	27	15	0	4187
84	1884378	102544	14	1986922	1689	29	0	5.97874	0	0.994248	458.87	0	29	0	455
85	70712	5199	403	75911	2715	1010	143	218.176	28.8488	0.789908	545.594	143	1010	0	315
86	8149	1068	93	9217	12	43	381	7.63092	80.8258	0.952233	1011.91	381	43	0	925
87	16446	40988	383	57434	2591	1061	163	244.791	33.0266	0.966883	3830.31	163	1061	0	3551
88	17860	9335	50	27195	11	8	68	2.29179	16.8463	0.996359	2862.63	68	8	0	2843
89	13271	111453	33	124724	17	5	8	1.1401	1.01028	0.999821	5952.89	8	5	0	5950
90	287773	9100	72	296873	14	2	12	0.766184	2.90563	0.993807	316.625	12	2	0	312
91	255805	3462	133	259267	629	92	23	22.971	4.59649	0.893209	119.99	23	92	0	94
92	35674	12388	1656	48062	115	78	1057	14.9855	218.144	0.932654	1896.78	1057	78	0	1664
93	1262	21713	18	22975	967	932	23	212.413	3.93769	0.980308	4882.47	23	932	0	4664
94	54314	4694	1660	59008	14	4	927	0.727536	200.933	0.862527	807.804	927	4	0	616
95	7788	111469	13	119257	1326	309	3	73.2174	1.21597	0.994214	5704.72	3	309	0	5632
96	400538	1591	16	402129	2842	199	0	30.7768	0	0.615386	37.0435	0	199	0	17
97	2178	214596	2368	216774	879	95	275	20.5188	56.8064	0.993079	5892.35	275	95	0	5816
98	15975	4537	10	20512	134	235	15	51.4222	2.55535	0.986638	1807.4	15	235	0	1751
99	7583	263179	1442	270762	537	55	177	12.0203	39.0986	0.995503	6036.67	177	55	0	5990
100	100774	11312	22	112086	29	10	5	2.38261	1.61343	0.997942	948.837	5	10	0	945
1	9467	3228	1198	12695	34	42	2070	10.4589	448.496	0.84749	1648.86	2070	42	0	1213
2	6959	27949	21	34908	80	88	16	20.2329	3.5487	0.997988	5422.81	16	88	0	5401
3	2885457	1399	873	2886856	49	0	17	0	4.59165	0.812343	13.4138	17	0	0	8
4	27503	156011	524	183514	13	3	88	0.582609	18.9135	0.99809	5666.42	88	3	0	5648
5	2845	72381	603	75226	15	5	241	1.09952	54.2813	0.99493	6075.27	241	5	0	6020
6	107552	82948	387	190500	88	14	61	3.19807	15.1361	0.997109	3413.6	61	14	0	3395
7	1888162	13099	18	1901261	57	0	0	0	0	1	72	0	0	0	72
8	976985	35953	204	1012938	25	1	5	0.507246	0.637024	0.998157	314.595	5	1	0	313
9	581285	9038	1753	590323	1661	118	108	28.37	21.3527	0.86091	176.172	108	118	0	127
10	2215187	375451	44	2590638	1883	29	1	7.83768	0.215971	0.997055	1215.56	1	29	0	1207
11	217691	64923	760	282614	36	5	125	1.6715	24.8342	0.992936	2067.59	125	5	0	2043
12	954133	2267	2482	956400	420	13	132	2.88213	26.1748	0.696502	51.0675	131	12	1	21
13	26941	193009	144	219950	1509	213	12	50.3063	1.99819	0.995802	5555.18	12	213	0	5504
14	304127	5117	122	309244	34	3	26	0.25314	5.43618	0.980965	165.165	26	3	0	159
15	42877	126009	59	168886	81	13	17	3.11884	2.60436	0.999454	5182.29	17	13	0	5176
16	216702	173524	18	390226	58	8	0	1.86667	0	0.999764	3496.83	0	8	0	3495
17	36386	1151	196	37537	569	516	182	113.49	39.7635	0.739161	281.313	182	516	0	139
18	1062	38447	16	39509	656	474	7	100.556	1.46582	0.991961	5626	7	474	0	5527
19	13123	139304	319	152427	40	11	68	2.75942	16.6552	0.998205	5861.42	68	11	0	5842
20	1401	194247	2180	195648	66	18	296	3.30725	53.9667	0.994716	5980.24	296	18	0	5921
21	3962672	106096	2906	4068768	192	1	29	0.198068	7.40048	0.984213	267.081	29	1	0	258
22	3128235	1605	14	3129840	172	4	0	0.894686	0	0.887694	3.56522	0	4	0	3
23	2807970	4445	84	2812415	12	0	0	0	0	1	11	0	0	0	11
24	3179133	2916	1155	3182049	26	0	18	0	4.08893	0.797483	11.0517	18	0	0	7
25	23211	2919	342	26130	91	102	489	23.6725	107.214	0.931758	1026.28	489	102	0	892
26	2190	47363	578	49553	148	77	297	16.5826	66.4217	0.992285	5756.62	297	77	0	5673
27	1711613	71963	1557	1783576	1417	42	37	9.35845	8.46763	0.978117	404.965	37	42	0	389
28	14978	4347	24	19325	26	46	52	9.9913	11.6951	0.994356	1938.96	52	46	0	1918
29	1346535	213686	2882	1560221	99	1	78	0.0434783	15.5747	0.992912	1229.83	78	1	0	1216
30	1843925	8780	151	1852705	138	4	5	0.707246	1.06413	0.977473	40.2286	5	4	0	39
31	261102	291388	16	552490	12	1	1	0.449275	0.0677556	0.999942	4081.71	1	1	0	4081
32	67826	460337	11	528163	210	14	1	3.45314	0.0998185	0.999726	5764.79	1	14	0	5761
33	2534600	4907	77	2539507	118	1	1	0.43285	0.486993	0.97904	22.0922	1	1	0	21
34	91315	111097	27	202412	1406	229	5	47.6618	0.557169	0.994573	3934.85	5	229	0	3883
35	2218291	3375	199	2221666	258	4	1	0.964251	0.372656	0.9626	16.976	1	4	0	15
36	5187	1167	11	6354	158	776	64	178.641	14.5959	0.936534	1379.58	64	776	0	1197
37	147947	303578	2248	451525	1686	108	142	25.8145	27.1652	0.994209	4587.77	142	108	0	4535
38	319664	50980	23	370644	105	5	2	0.810628	0.102238	0.999671	1262.16	2	5	0	1261
39	8567	16943	11	25510	2076	1687	5	381.832	1.61645	0.944978	3099.5	5	1687	0	2728
40	2165	2202	54	4367	36	255	394	57.4271	81.3485	0.979701	3486.19	394	255	0	3349
41	790981	393650	70	1184631	56	2	1	0.456039	0.160315	0.999893	2706.35	1	2	0	2706
42	1444	410300	23	411744	1161	65	4	15.8773	1.09619	0.998794	6318.88	4	65	0	6301
43	10536	31827	132	42363	2215	1212	62	265.419	11.7973	0.968195	3903.38	62	1212	0	3637
44	307180	17073	59	324253	146	21	12	4.68889	2.83969	0.991958	454.674	12	21	0	447
45	278331	33868	10	312199	599	83	2	19.7072	0.819117	0.990312	945.72	2	83	0	928
46	2061026	4201	38	2065227	46	2	0	0.406763	0	0.990101	18.1522	0	2	0	17
47	55926	3783	16	59709	336	206	8	51.1208	2.17302	0.958209	571.493	8	206	0	515
48	440501	31836	597	472337	530	49	48	11.6744	10.6019	0.982676	639.363	48	49	0	616
49	2513616	18043	19	2531659	2355	38	0	8.42029	0	0.934805	57.4565	0	38	0	51
50	20107	21382	26	41489	617	425	22	94.7285	3.96733	0.987505	3527.12	22	425	0	3434
51	9062	37147	1661	46209	1419	656	779	154.414	163.234	0.960657	4049.63	779	656	0	3724
52	530793	143919	27	674712	101	7	0	0.951691	0	0.999779	1901.59	0	7	0	1901
53	4322579	1672	1242	4324251	376	4	11	1.30821	1.90684	0.692699	5.31184	11	4	0	2
54	33499	132777	180	166276	94	20	45	4.12464	9.24622	0.998716	5441.34	45	20	0	5430
55	1433	70371	29	71804	1110	387	15	85.3536	4.683	0.99301	5765.94	15	387	0	5678
56	189553	390551	435	580104	62	3	28	0.984541	6.1833	0.99919	4800.48	28	3	0	4794
57	12654	93645	13	106299	102	26	4	6.857	0.493648	0.999437	5866.86	4	26	0	5860
58	460249	3528	54	463777	45	6	7	2.03188	1.29764	0.981514	87.7601	7	6	0	85
59	144493	2617	1448	147110	11	4	361	0.411594	78.4501	0.825438	247.769	361	4	0	170
60	1067449	6590	774	1074039	174	10	31	2.52464	7.14701	0.931934	74.7789	31	10	0	66
61	4321	1225	115	5546	399	1514	522	330.998	115.518	0.827698	1234.36	522	1514	0	799
62	3027239	2649	12	3029888	94	1	0	0.0434783	0	0.997267	7.02174	0	1	0	7
63	4163	15545	1766	19708	185	177	1721	38.0367	360.505	0.939984	3618.15	1721	177	0	3222
64	722535	74431	114	796966	16	0	6	0	2.02238	0.998665	846.672	6	0	0	845
65	4906261	1131	2939	4907392	37	0	19	0	4.66001	0.60696	6.36207	19	0	0	2
66	4249751	29017	393	4278768	38	0	5	0	1.38596	0.98862	67.9828	5	0	0	67
67	2340208	19118	32	2359326	68	1	0	0.0434783	0	0.999754	78.0217	0	1	0	78
68	1341859	1205	77	1343064	11	0	2	0	0.102238	0.985919	4.05172	2	0	0	4
69	81715	3924	1886	85639	206	90	770	20.4995	162.506	0.800204	491.758	770	90	0	312
70	4930	9188	1633	14118	204	274	1903	64.7729	409.566	0.91123	2880.71	1903	274	0	2409
71	513074	5554	104	518628	14	1	8	0.449275	1.64368	0.990029	111.93	8	1	0	110
72	6624	7792	346	14416	158	310	677	70.1266	150.015	0.967125	3486.58	677	310	0	3273
73	7986	5982	1063	13968	41	70	1714	16.3836	365.344	0.915947	2495.22	1714	70	0	2124
74	49391	11945	22	61336	962	534	10	120.93	1.8167	0.963951	1514.87	10	534	0	1387
75	80830	158162	635	238992	387	62	91	12.999	17.3085	0.99677	4770.25	91	62	0	4741
76	3854441	30549	174	3884990	104	1	3	0.231884	0.756201	0.99126	60.027	3	1	0	59
77	418726	2555	17	421281	18	0	4	0	1.09195	0.988997	55.3966	4	0	0	54
78	55457	62751	142	118208	51	18	44	4.78454	9.12523	0.998232	4077.21	44	18	0	4065
79	741300	9146	107	750446	721	48	9	10.9246	1.61464	0.953887	124.613	9	48	0	112
80	2045	151170	16	153215	27	2	2	0.316908	0.167574	0.999963	6393.26	2	2	0	6393
81	3529238	29505	321	3558743	46	0	1	0	0.0344828	0.999747	76.0172	1	0	0	76
82	1676	9869	190	11545	118	279	465	60.9816	102.828	0.982856	4918.66	465	279	0	4742
83	77768	100870	116	178638	105	19	28	5.37971	5.79371	0.998662	4193.23	28	19	0	4180
84	1884378	102544	14	1986922	1689	34	1	7.8087	0.266788	0.992391	472.764	1	34	0	465
85	70712	5199	403	75911	2715	1019	207	226.606	41.4918	0.76046	524.62	207	1019	0	270
86	8149	1068	93	9217	12	52	376	12.3034	79.4549	0.951093	1015.05	376	52	0	925
87	16446	40988	383	57434	2591	1061	150	242.313	33.6497	0.966947	3814.96	150	1061	0	3543
88	17860	9335	50	27195	11	20	84	4.10725	20.1821	0.99532	2796.1	84	20	0	2772
89	13271	111453	33	124724	17	2	11	0.53913	2.80097	0.999695	5909.95	11	2	0	5907
90	287773	9100	72	296873	14	2	9	0.740097	1.6225	0.995588	279.472	9	2	0	277
91	255805	3462	133	259267	629	102	19	23.3121	4.92075	0.894159	124.192	19	102	0	99
92	35674	12388	1656	48062	115	62	1019	14.2058	223.534	0.932212	1923.36	1019	62	0	1685
93	1262	21713	18	22975	967	984	23	228.234	4.77374	0.979385	5026.42	23	984	0	4800
94	54314	4694	1660	59008	14	7	961	2.22319	203.51	0.847385	740.229	961	7	0	543
95	7788	111469	13	119257	1326	321	6	72.171	0.887477	0.994336	5713.22	6	321	0	5644
96	400538	1591	16	402129	2842	171	1	26.8696	0.0344828	0.685558	39.2781	1	171	0	22
97	2178	214596	2368	216774	879	118	280	26.8908	60.124	0.992298	5900.69	280	118	0	5818
98	15975	4537	10	20512	134	239	10	53.9691	1.5239	0.986212	1791.62	10	239	0	1743
99	7583	263179	1442	270762	537	57	156	15.7449	32.0829	0.995883	6040.48	156	57	0	5993
100	100774	11312	22	112086	29	9	5	1.91304	0.905021	0.998587	955.078	5	9	0	951
1	9467	3228	1198	12695	34	52	2088	13.3343	454.034	0.848515	1688.82	2088	52	0	1228
2	6959	27949	21	34908	80	79	20	20.5807	4.41016	0.997866	5410.32	20	79	0	5386
3	2885457	1399	873	2886856	49	0	14	0	4.10526	0.733598	8.37931	14	0	0	5
4	27503	156011	524	183514	13	3	74	0.431884	15.5554	0.998452	5736.15	74	3	0	5719
5	2845	72381	603	75226	15	4	239	0.296618	50.5191	0.99528	6006.5	239	4	0	5959
6	107552	82948	387	190500	88	10	78	2.25121	16.3745	0.997011	3393.27	78	10	0	3375
7	1888162	13099	18	1901261	57	2	1	0.7343	0.266788	0.99119	53.7204	1	2	0	53
8	976985	35953	204	1012938	25	0	8	0	1.06292	0.998267	342.638	8	0	0	342
9	581285	9038	1753	590323	1661	124	124	30.4696	26.905	0.823819	161.84	124	124	0	106
10	2215187	375451	44	2590638	1883	32	1	8.7971	0.448276	0.996967	1362.87	1	32	0	1355
11	217691	64923	760	282614	36	6	99	1.32367	19.7054	0.994115	1969.49	99	6	0	1949
12	954133	2267	2482	956400	420	22	114	4.80483	25.418	0.683413	50.3966	113	21	1	17
13	26941	193009	144	219950	1509	189	24	41.6976	4.74531	0.996306	5700.41	24	189	0	5660
14	304127	5117	122	309244	34	1	16	0.198068	3.25166	0.987363	150.529	16	1	0	145
15	42877	126009	59	168886	81	11	15	2.38261	3.58318	0.99941	5177.4	15	11	0	5173
16	216702	173524	18	390226	58	3	2	0.630918	0.407139	0.999855	3480.32	2	3	0	3478
17	36386	1151	196	37537	569	519	189	117.513	39.1077	0.734685	282.211	188	518	1	130
18	1062	38447	16	39509	656	424	10	95.9121	3.02299	0.992293	5714.72	10	424	0	5614
19	13123	139304	319	152427	40	4	64	0.377778	11.248	0.998904	5888.39	64	4	0	5876
20	1401	194247	2180	195648	66	12	324	2.28696	68.5027	0.993398	5947.23	324	12	0	5878
21	3962672	106096	2906	4068768	192	0	33	0	7.89837	0.981714	240.931	33	0	0	233
22	3128235	1605	14	3129840	172	2	0	0.476329	0	0.966639	6.32609	0	2	0	6
23	2807970	4445	84	2812415	12	0	1	0	0.312765	0.985682	12.1897	1	0	0	12
24	3179133	2916	1155	3182049	26	1	14	0.124638	3.12039	0.842789	11.2721	14	1	0	9
25	23211	2919	342	26130	91	117	491	24.9169	106.331	0.928031	973.781	491	117	0	847
26	2190	47363	578	49553	148	86	341	20.2435	71.0454	0.991602	5788.05	341	86	0	5697
27	1711613	71963	1557	1783576	1417	31	37	6.73816	8.92075	0.980032	398.406	37	31	0	381
28	14978	4347	24	19325	26	48	55	10.0126	10.3448	0.994906	2001.93	55	48	0	1984
29	1346535	213686	2882	1560221	99	2	73	0.476329	15.3249	0.992831	1223.1	73	2	0	1209
30	1843925	8780	151	1852705	138	3	6	0.969082	1.81972	0.970299	48.584	6	3	0	45
31	261102	291388	16	552490	12	0	3	0	0.601331	0.999916	4004.34	3	0	0	4004
32	67826	460337	11	528163	210	11	1	2.3314	0.0998185	0.999814	5817.81	1	11	0	5816
33	2534600	4907	77	2539507	118	0	3	0	0.681791	0.970427	12.8448	3	0	0	12
34	91315	111097	27	202412	1406	239	8	49.1469	1.61464	0.994334	3988.49	8	239	0	3941
35	2218291	3375	199	2221666	258	3	2	0.25314	0.600726	0.967059	13.5615	2	3	0	13
36	5187	1167	11	6354	158	794	68	184.642	14.8052	0.93105	1311.03	68	794	0	1130
37	147947	303578	2248	451525	1686	124	134	31.5159	29.1682	0.993337	4533.12	134	124	0	4473
38	319664	50980	23	370644	105	14	0	3.52947	0	0.998732	1228.37	0	14	0	1225
39	8567	16943	11	25510	2076	1701	6	399.468	0.954628	0.94324	3136.86	6	1701	0	2748
40	2165	2202	54	4367	36	248	376	56.7778	80.9667	0.979879	3492.19	376	248	0	3359
41	790981	393650	70	1184631	56	1	6	0.414493	1.56745	0.99961	2717.58	6	1	0	2716
42	1444	410300	23	411744	1161	79	5	17.6213	1.3781	0.998639	6279.08	5	79	0	6261
43	10536	31827	132	42363	2215	1168	71	267.433	16.2837	0.96739	3911.27	71	1168	0	3639
44	307180	17073	59	324253	146	19	4	4.67343	1.17241	0.99443	487.971	4	19	0	483
45	278331	33868	10	312199	599	67	1	16.4618	0.266788	0.992382	973.851	1	67	0	956
46	2061026	4201	38	2065227	46	2	1	0.337198	0.241984	0.98018	14.3336	1	2	0	14
47	55926	3783	16	59709	336	206	9	47.087	2.11313	0.96001	551.546	9	206	0	504
48	440501	31836	597	472337	530	39	54	7.36329	10.6812	0.984691	601.888	54	39	0	584
49	2513616	18043	19	2531659	2355	38	2	10.9614	0.533575	0.928488	72.3831	2	38	0	59
50	20107	21382	26	41489	617	434	17	98.8686	3.32002	0.987328	3593.86	17	434	0	3490
51	9062	37147	1661	46209	1419	648	744	148.245	159.68	0.961789	4046.24	744	648	0	3744
52	530793	143919	27	674712	101	8	1	1.58164	0.130672	0.999576	1816.26	1	8	0	1814
53	4322579	1672	1242	4324251	376	1	14	0.162319	2.51361	0.802599	7.34558	14	1	0	2
54	33499	132777	180	166276	94	24	50	5.55942	12.3515	0.998264	5389.29	50	24	0	5370
55	1433	70371	29	71804	1110	410	10	92.5237	2.41319	0.992754	5824.28	10	410	0	5729
56	189553	390551	435	580104	62	4	22	0.828986	4.89837	0.999348	4761.98	22	4	0	4756
57	12654	93645	13	106299	102	21	5	4.90821	1.20387	0.999513	5827.23	5	21	0	5821
58	460249	3528	54	463777	45	3	8	0.678261	0.964307	0.985069	56.1169	8	3	0	55
59	144493	2617	1448	147110	11	2	413	0.170048	89.64	0.799901	245.656	413	2	0	163
60	1067449	6590	774	1074039	174	5	30	1.21256	6.38899	0.938472	66.4288	30	5	0	59
61	4321	1225	115	5546	399	1543	484	345.616	105.659	0.82598	1229.08	484	1543	0	795
62	3027239	2649	12	3029888	94	2	0	0.457005	0	0.970256	6.80435	0	2	0	6
63	4163	15545	1766	19708	185	143	1684	29.5604	364.529	0.941596	3692.26	1684	143	0	3295
64	722535	74431	114	796966	16	1	7	0.0434783	1.48336	0.999026	870.987	7	1	0	870
65	4906261	1131	2939	4907392	37	0	28	0	6.28554	0.583057	8.06897	28	0	0	3
66	4249751	29017	393	4278768	38	0	7	0	1.50696	0.985145	56.6034	7	0	0	55
67	2340208	19118	32	2359326	68	2	0	0.128502	0	0.999213	72.0652	0	2	0	72
68	1341859	1205	77	1343064	11	0	4	0	1.21839	0.875816	5.41379	4	0	0	4
69	81715	3924	1886	85639	206	71	767	14.9333	159.794	0.811605	500.762	767	71	0	336
70	4930	9188	1633	14118	204	224	2082	49.229	448.935	0.907128	2912.56	2082	224	0	2418
71	513074	5554	104	518628	14	2	11	0.550725	2.14701	0.986641	107.909	11	2	0	106
72	6624	7792	346	14416	158	286	644	66.6193	140.966	0.968178	3394.9	644	286	0	3186
73	7986	5982	1063	13968	41	45	1686	8.71691	359.361	0.917314	2455.39	1686	45	0	2082
74	49391	11945	22	61336	962	541	11	124.169	2.46642	0.963542	1547.26	11	541	0	1420
75	80830	158162	635	238992	387	49	106	11.8222	20.9722	0.996344	4631.86	106	49	0	4594
76	3854441	30549	174	3884990	104	1	1	0.124638	0.0344828	0.999037	77.0825	1	1	0	77
77	418726	2555	17	421281	18	0	2	0	0.276467	0.997554	63.1552	2	0	0	63
78	55457	62751	142	118208	51	19	47	3.33816	9.5856	0.998265	3935.7	47	19	0	3925
79	741300	9146	107	750446	721	40	2	9.48986	0.61464	0.95768	107.549	2	40	0	98
80	2045	151170	16	153215	27	5	4	0.732367	0.572293	0.999899	6339.75	4	5	0	6339
81	3529238	29505	321	3558743	46	1	2	0.231884	0.506352	0.99553	86.1822	2	1	0	85
82	1676	9869	190	11545	118	278	456	56.3633	97.5554	0.984042	4972.22	456	278	0	4828
83	77768	100870	116	178638	105	12	32	3.12271	8.11434	0.998585	4178.4	32	12	0	4167
84	1884378	102544	14	1986922	1689	37	0	7.62705	0	0.99288	473	0	37	0	467
85	70712	5199	403	75911	2715	1003	176	226.976	36.8421	0.744773	483.762	176	1003	0	244
86	8149	1068	93	9217	12	41	355	10.2908	74.2238	0.955018	1019.43	355	41	0	934
87	16446	40988	383	57434	2591	1108	152	245.002	31.2577	0.967113	3829.93	152	1108	0	3566
88	17860	9335	50	27195	11	8	67	2.0029	15.2553	0.996612	2776.51	67	8	0	2759
89	13271	111453	33	124724	17	3	13	0.81256	4.14761	0.999556	6029.62	13	3	0	6023
90	287773	9100	72	296873	14	1	14	0.321739	2.45433	0.994831	292.696	14	1	0	291
91	255805	3462	133	259267	629	98	27	21.0899	5.42287	0.894976	118.333	27	98	0	93
92	35674	12388	1656	48062	115	62	1031	13.0213	235.142	0.928045	1893.46	1031	62	0	1648
93	1262	21713	18	22975	967	923	26	219.481	4.05203	0.979916	4946.16	26	923	0	4727
94	54314	4694	1660	59008	14	6	957	1.49179	214.24	0.851081	796.332	957	6	0	590
95	7788	111469	13	119257	1326	294	0	65.2937	0	0.994948	5705.28	0	294	0	5648
96	400538	1591	16	402129	2842	162	3	29.1469	0.22928	0.658495	39.6642	3	162	0	20
97	2178	214596	2368	216774	879	86	303	19.1082	69.4259	0.992097	5972.71	303	86	0	5879
98	15975	4537	10	20512	134	239	19	51.1826	4.88324	0.985727	1775.84	19	239	0	1723
99	7583	263179	1442	270762	537	52	153	10.9971	31.6219	0.996313	6107.72	153	52	0	6063
100	100774	11312	22	112086	29	8	10	1.7285	1.366	0.998458	989.695	10	8	0	986
1	9467	3228	1198	12695	34	57	2111	11.8271	453.952	0.849551	1695.83	2111	57	0	1234
2	6959	27949	21	34908	80	66	17	14.887	1.77616	0.998595	5383.04	17	66	0	5369
3	2885457	1399	873	2886856	49	0	17	0	2.82819	0.825156	8.87931	17	0	0	4
4	27503	156011	524	183514	13	2	99	0.672464	22.0532	0.997756	5623.7	99	2	0	5600
5	2845	72381	603	75226	15	4	237	1.31208	47.2287	0.995465	5944.51	237	4	0	5895
6	107552	82948	387	190500	88	10	68	1.66184	14.4936	0.997376	3365.79	68	10	0	3350
7	1888162	13099	18	1901261	57	0	1	0	0.130672	0.99911	82.069	1	0	0	82
8	976985	35953	204	1012938	25	2	8	0.635749	2.14943	0.995267	312.926	8	2	0	310
9	581285	9038	1753	590323	1661	104	128	25.3797	28.7846	0.83307	163.244	128	104	0	106
10	2215187	375451	44	2590638	1883	28	1	6.99903	0.130672	0.997587	1310.46	1	28	0	1303
11	217691	64923	760	282614	36	1	107	0.0434783	21.9171	0.993849	1993.11	107	1	0	1971
12	954133	2267	2482	956400	420	13	101	3.56329	21.1198	0.639857	36.1432	101	13	0	14
13	26941	193009	144	219950	1509	199	21	43.3275	4.78524	0.996102	5592.09	21	199	0	5545
14	304127	5117	122	309244	34	2	21	0.128502	4.75499	0.982773	157.272	21	2	0	152
15	42877	126009	59	168886	81	16	10	3.27923	2.66001	0.999427	5117.26	10	16	0	5112
16	216702	173524	18	390226	58	2	0	0.550725	0	0.999931	3533.48	0	2	0	3533
17	36386	1151	196	37537	569	517	206	116.304	42.2982	0.747699	301.243	206	517	0	151
18	1062	38447	16	39509	656	427	10	99.8087	2.31216	0.992082	5729.86	10	427	0	5628
19	13123	139304	319	152427	40	10	57	2.18261	11.1373	0.998793	5952.96	57	10	0	5943
20	1401	194247	2180	195648	66	10	304	2.21353	65.997	0.993635	5944.56	304	10	0	5875
21	3962672	106096	2906	4068768	192	6	44	1.46184	7.67695	0.980853	257.389	44	6	0	250
22	3128235	1605	14	3129840	172	2	0	0.247343	0	0.984477	7.04348	0	2	0	6
23	2807970	4445	84	2812415	12	0	3	0	0.869933	0.963135	13.1379	3	0	0	12
24	3179133	2916	1155	3182049	26	0	19	0	3.47489	0.838503	11.8276	19	0	0	7
25	23211	2919	342	26130	91	111	516	20.9111	117.249	0.92214	954.568	516	111	0	824
26	2190	47363	578	49553	148	86	305	21.1507	71.4325	0.991508	5796.35	305	86	0	5702
27	1711613	71963	1557	1783576	1417	34	42	8.96135	8.9274	0.975774	369.13	42	34	0	354
28	14978	4347	24	19325	26	45	49	11.4367	9.2565	0.994715	1933.75	49	45	0	1913
29	1346535	213686	2882	1560221	99	2	76	0.429952	15.4622	0.992929	1247.88	76	2	0	1229
30	1843925	8780	151	1852705	138	5	2	0.864734	0.470054	0.989046	58.8276	2	5	0	58
31	261102	291388	16	552490	12	1	1	0.263768	0.353902	0.999921	4001.07	1	1	0	4000
