Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
93	1262	21713	18	22975	967	933	17	216.119	4.76407	0.980192	4959.85	17	933	0	4742
94	54314	4694	1660	59008	14	10	968	1.89275	210.545	0.85335	796.193	968	10	0	584
95	7788	111469	13	119257	1326	317	3	70.4609	0.614035	0.994518	5737.43	3	317	0	5663
96	400538	1591	16	402129	2842	169	3	25.3923	0.793708	0.644809	34.1792	3	169	0	17
97	2178	214596	2368	216774	879	108	277	24.7797	64.7514	0.992077	5944.58	277	108	0	5856
98	15975	4537	10	20512	134	223	21	49.5942	3.94797	0.987023	1858.58	21	223	0	1809
99	7583	263179	1442	270762	537	62	157	13.8396	31.1978	0.9961	6035.32	157	62	0	5990
100	100774	11312	22	112086	29	11	10	3.03961	2.51361	0.996983	910.061	10	11	0	906
1	9467	3228	1198	12695	34	54	2033	14.6087	439.593	0.84919	1647.61	2033	54	0	1196
2	6959	27949	21	34908	80	81	16	18.628	4.79431	0.997957	5335.47	16	81	0	5314
3	2885457	1399	873	2886856	49	1	12	0.0850242	1.79431	0.854315	7.04348	12	1	0	6
4	27503	156011	524	183514	13	5	90	0.703382	19.4955	0.998035	5700.19	90	5	0	5678
5	2845	72381	603	75226	15	3	234	0.818357	52.5983	0.995096	6064.86	234	3	0	6010
6	107552	82948	387	190500	88	14	85	2.60676	19.1216	0.996462	3344.63	85	14	0	3324
7	1888162	13099	18	1901261	57	1	0	0.0850242	0	0.999525	79.0435	0	1	0	79
8	976985	35953	204	1012938	25	2	15	0.275362	3.24501	0.99439	344.704	15	2	0	342
9	581285	9038	1753	590323	1661	93	134	19.2261	28.1089	0.848803	159.488	134	93	0	114
10	2215187	375451	44	2590638	1883	20	0	4.28889	0	0.998527	1284.5	0	20	0	1280
11	217691	64923	760	282614	36	3	100	0.758454	23.4477	0.993039	1929.08	100	3	0	1904
12	954133	2267	2482	956400	420	20	112	5.47826	21.2226	0.69716	46.2519	111	19	1	20
13	26941	193009	144	219950	1509	194	16	43.7275	3.70659	0.996166	5573.83	16	194	0	5521
14	304127	5117	122	309244	34	6	14	1.34396	2.00786	0.98814	144.558	14	6	0	139
15	42877	126009	59	168886	81	10	10	1.84638	3.55717	0.999457	5162.7	10	10	0	5158
16	216702	173524	18	390226	58	11	3	3.25314	0.673926	0.999489	3543.05	3	11	0	3539
17	36386	1151	196	37537	569	543	182	122.295	37.5547	0.7554	311.17	182	543	0	155
18	1062	38447	16	39509	656	442	8	101.683	2.60194	0.991811	5660.98	8	442	0	5564
19	13123	139304	319	152427	40	15	50	3.83382	11.5003	0.998638	5961.38	50	15	0	5948
20	1401	194247	2180	195648	66	8	300	1.03768	64.9141	0.993932	6050.39	300	8	0	5982
21	3962672	106096	2906	4068768	192	1	23	0.0850242	7.0127	0.983974	246.474	23	1	0	238
22	3128235	1605	14	3129840	172	2	1	0.681159	0.188748	0.885058	3.55997	1	2	0	3
23	2807970	4445	84	2812415	12	0	1	0	0.312765	0.987698	14.1897	1	0	0	14
24	3179133	2916	1155	3182049	26	0	13	0	1.63581	0.885577	7.89655	13	0	0	6
25	23211	2919	342	26130	91	110	458	24.9932	97.4943	0.934728	999.519	458	110	0	886
26	2190	47363	578	49553	148	77	300	16.4329	62.8953	0.992527	5670.4	300	77	0	5596
27	1711613	71963	1557	1783576	1417	38	25	8.98068	4.37145	0.984212	405.942	25	38	0	394
28	14978	4347	24	19325	26	56	50	14.0995	10.7362	0.993835	1982.42	50	56	0	1958
29	1346535	213686	2882	1560221	99	2	75	0.307246	16.3721	0.992498	1236.74	75	2	0	1221
30	1843925	8780	151	1852705	138	4	2	1.06377	0.450696	0.981984	40.063	2	4	0	39
31	261102	291388	16	552490	12	0	2	0	0.516031	0.999928	4015.71	2	0	0	4015
32	67826	460337	11	528163	210	15	1	3.52754	0.130672	0.999717	5749.57	1	15	0	5746
33	2534600	4907	77	2539507	118	2	1	0.286957	0.0998185	0.98715	14.2039	1	2	0	14
34	91315	111097	27	202412	1406	227	5	48.6918	1.06957	0.994439	3972.95	5	227	0	3924
35	2218291	3375	199	2221666	258	6	7	1.34493	1.6824	0.928663	21.4775	7	6	0	18
36	5187	1167	11	6354	158	804	64	174.839	11.4906	0.936464	1324.34	64	804	0	1146
37	147947	303578	2248	451525	1686	99	160	22.9043	33.5076	0.993747	4610.3	160	99	0	4551
38	319664	50980	23	370644	105	13	3	2.89179	0.488203	0.99874	1229.53	3	13	0	1227
39	8567	16943	11	25510	2076	1724	11	393.476	2.99153	0.942537	3072.14	11	1724	0	2690
40	2165	2202	54	4367	36	231	394	53.4493	81.3152	0.979985	3446.89	394	231	0	3314
41	790981	393650	70	1184631	56	0	2	0	0.944344	0.999814	2832.81	2	0	0	2832
42	1444	410300	23	411744	1161	75	0	17.401	0	0.998779	6290.65	0	75	0	6272
43	10536	31827	132	42363	2215	1180	48	266.269	10.395	0.968	3867.04	48	1180	0	3595
44	307180	17073	59	324253	146	16	10	4.08986	2.22384	0.993455	465.671	10	16	0	460
45	278331	33868	10	312199	599	96	2	19.0203	0.402299	0.991564	1022.35	2	96	0	1005
46	2061026	4201	38	2065227	46	1	1	0.231884	0.0998185	0.991711	19.0787	1	1	0	18
47	55926	3783	16	59709	336	218	6	48.287	1.25469	0.959392	544.525	6	218	0	494
48	440501	31836	597	472337	530	43	58	9.66763	11.9468	0.983033	644.729	58	43	0	626
49	2513616	18043	19	2531659	2355	33	0	7.4087	0	0.954115	71.6522	0	33	0	66
50	20107	21382	26	41489	617	448	22	100.202	4.06715	0.987135	3618.44	22	448	0	3514
51	9062	37147	1661	46209	1419	641	786	142.733	167.338	0.961261	4038.02	786	641	0	3731
52	530793	143919	27	674712	101	4	2	0.373913	0.489413	0.999762	1845.39	2	4	0	1844
53	4322579	1672	1242	4324251	376	5	21	0.496618	4.85057	0.668357	8.58771	21	5	0	2
54	33499	132777	180	166276	94	18	33	4.31014	6.72898	0.998952	5404.12	33	18	0	5395
55	1433	70371	29	71804	1110	455	11	105.257	2.37205	0.99177	5809.4	11	455	0	5708
56	189553	390551	435	580104	62	1	24	0.0434783	5.02601	0.999408	4780.33	24	1	0	4776
57	12654	93645	13	106299	102	31	5	5.64928	1.07139	0.999473	5861.4	5	31	0	5855
58	460249	3528	54	463777	45	3	5	0.577778	1.59468	0.982554	65.6327	5	3	0	64
59	144493	2617	1448	147110	11	1	402	0.0434783	90.533	0.790281	236.211	402	1	0	146
60	1067449	6590	774	1074039	174	4	51	0.49372	8.8167	0.931899	75.0757	51	4	0	64
61	4321	1225	115	5546	399	1561	501	344.299	112.813	0.810823	1149.27	501	1561	0	709
62	3027239	2649	12	3029888	94	3	0	0.447343	0	0.953164	4.23913	0	3	0	4
63	4163	15545	1766	19708	185	185	1721	42.2019	378.819	0.939453	3784.79	1721	185	0	3384
64	722535	74431	114	796966	16	0	11	0	3.24864	0.997863	849.345	11	0	0	847
65	4906261	1131	2939	4907392	37	0	19	0	5.42166	0.564802	6.65517	19	0	0	2
66	4249751	29017	393	4278768	38	0	8	0	1.20569	0.991662	80.7414	8	0	0	80
67	2340208	19118	32	2359326	68	1	0	0.0850242	0	0.999464	70.0435	0	1	0	70
68	1341859	1205	77	1343064	11	2	3	0.973913	0.917725	0.91993	11.7744	3	2	0	10
69	81715	3924	1886	85639	206	82	744	19.8425	158.998	0.814842	519.279	744	82	0	339
70	4930	9188	1633	14118	204	231	2005	51.086	411.155	0.913462	2895.12	2005	231	0	2438
71	513074	5554	104	518628	14	1	8	0.124638	1.93224	0.989217	105.134	8	1	0	103
72	6624	7792	346	14416	158	285	636	69.2705	139.051	0.968895	3476.71	636	285	0	3260
73	7986	5982	1063	13968	41	62	1697	12.3121	367.75	0.916689	2511.84	1697	62	0	2150
74	49391	11945	22	61336	962	522	23	121.807	4.34362	0.964352	1582.22	23	522	0	1457
75	80830	158162	635	238992	387	42	66	8.60966	14.5003	0.997465	4694.63	66	42	0	4673
76	3854441	30549	174	3884990	104	0	1	0	0.0344828	0.999736	73.0172	1	0	0	73
77	418726	2555	17	421281	18	2	0	0.527536	0	0.996379	64.3043	0	2	0	64
78	55457	62751	142	118208	51	13	34	2.51594	8.01149	0.998613	4028.78	34	13	0	4019
79	741300	9146	107	750446	721	42	10	10.6696	1.98004	0.945373	106.916	10	42	0	96
80	2045	151170	16	153215	27	3	0	0.737198	0	0.99995	6463.46	0	3	0	6463
81	3529238	29505	321	3558743	46	1	6	0.0850242	1.8409	0.987635	86.1297	6	1	0	84
82	1676	9869	190	11545	118	258	452	62.457	99.0774	0.983649	5069.35	452	258	0	4901
83	77768	100870	116	178638	105	21	22	4.74203	5.35088	0.998788	4194.73	22	21	0	4184
84	1884378	102544	14	1986922	1689	23	0	3.7942	0	0.99653	482.587	0	23	0	478
85	70712	5199	403	75911	2715	1007	175	216.998	41.5287	0.769146	525.147	175	1007	0	281
86	8149	1068	93	9217	12	40	371	8.91498	80.9685	0.95386	1061.83	371	40	0	974
87	16446	40988	383	57434	2591	1019	150	230.026	35.5197	0.968271	3834.97	150	1019	0	3581
88	17860	9335	50	27195	11	14	81	4.06184	19.8191	0.995433	2816.48	81	14	0	2794
89	13271	111453	33	124724	17	3	9	0.576812	1.48699	0.999816	5888.33	9	3	0	5887
90	287773	9100	72	296873	14	4	11	0.713043	2.50454	0.994283	299.72	11	4	0	296
91	255805	3462	133	259267	629	95	29	22.2725	6.59165	0.886869	120.303	29	95	0	93
92	35674	12388	1656	48062	115	77	1074	16.0783	240.922	0.926362	1911.91	1074	77	0	1655
93	1262	21713	18	22975	967	976	20	209.329	3.12886	0.980665	4878.57	20	976	0	4673
94	54314	4694	1660	59008	14	12	940	3.00676	212.455	0.847334	774.519	940	12	0	569
95	7788	111469	13	119257	1326	303	6	65.2039	1.17907	0.994901	5774.78	6	303	0	5708
96	400538	1591	16	402129	2842	176	1	30.7198	0.0677556	0.550509	31.9693	1	176	0	11
97	2178	214596	2368	216774	879	119	291	28.2213	60.3061	0.992145	5873.55	291	119	0	5793
98	15975	4537	10	20512	134	238	14	54.6155	2.14277	0.98651	1877.81	14	238	0	1817
99	7583	263179	1442	270762	537	52	143	11.713	33.4289	0.99608	6082.55	143	52	0	6037
100	100774	11312	22	112086	29	14	10	1.95266	1.50393	0.998236	965.04	10	14	0	963
1	9467	3228	1198	12695	34	60	2065	12.9807	449.183	0.844969	1631.4	2065	60	0	1181
2	6959	27949	21	34908	80	64	24	14.37	6.11071	0.998191	5393.95	24	64	0	5374
3	2885457	1399	873	2886856	49	1	9	0.495652	2.17423	0.887549	12.6544	9	1	0	10
4	27503	156011	524	183514	13	2	97	0.418357	20.7889	0.997919	5671.07	97	2	0	5648
5	2845	72381	603	75226	15	3	233	0.891787	51.654	0.995132	6007.39	233	3	0	5953
6	107552	82948	387	190500	88	12	83	2.8715	15.3612	0.99698	3261.7	83	12	0	3243
7	1888162	13099	18	1901261	57	0	1	0	0.188748	0.998667	79.1034	1	0	0	79
8	976985	35953	204	1012938	25	2	8	0.348792	2.33757	0.995538	327.127	8	2	0	324
9	581285	9038	1753	590323	1661	105	136	23.7449	30.5935	0.841854	173.959	136	105	0	121
10	2215187	375451	44	2590638	1883	28	2	7.12174	0.68784	0.997363	1337.78	2	28	0	1328
11	217691	64923	760	282614	36	8	96	2.12367	21.8397	0.993475	2012.8	96	8	0	1989
12	954133	2267	2482	956400	420	18	120	5.65604	24.9649	0.67474	49.4715	120	18	0	21
13	26941	193009	144	219950	1509	187	18	43.0271	3.92257	0.996268	5675.45	18	187	0	5634
14	304127	5117	122	309244	34	8	15	1.71594	3.35027	0.98248	149.976	15	8	0	145
15	42877	126009	59	168886	81	17	10	4.88599	1.42347	0.999417	5057.82	10	17	0	5051
16	216702	173524	18	390226	58	3	1	0.871498	0.493648	0.99981	3480.28	1	3	0	3479
17	36386	1151	196	37537	569	553	188	123.399	42.8923	0.744782	311.78	188	553	0	147
18	1062	38447	16	39509	656	441	9	102.696	1.93224	0.991941	5761.49	9	441	0	5657
19	13123	139304	319	152427	40	5	67	1.29952	13.9685	0.99861	6029.17	67	5	0	6014
20	1401	194247	2180	195648	66	9	323	2.90531	70.9407	0.993268	6075.56	323	9	0	6007
21	3962672	106096	2906	4068768	192	3	34	0.966184	7.65638	0.979924	233.978	34	3	0	227
22	3128235	1605	14	3129840	172	6	1	0.8	0.486993	0.836092	3.83133	1	6	0	3
23	2807970	4445	84	2812415	12	0	1	0	0.486993	0.981133	14.3966	1	0	0	14
24	3179133	2916	1155	3182049	26	0	19	0	4.24138	0.832946	13.9483	19	0	0	9
25	23211	2919	342	26130	91	121	492	30.1681	104.757	0.927968	993.253	492	121	0	858
26	2190	47363	578	49553	148	82	294	19.0783	62.0127	0.99249	5732.74	294	82	0	5652
27	1711613	71963	1557	1783576	1417	35	33	6.88502	5.15729	0.985012	395.037	33	35	0	385
28	14978	4347	24	19325	26	44	38	10.1101	8.13551	0.995224	1886.11	38	44	0	1869
29	1346535	213686	2882	1560221	99	1	73	0.0434783	15.8784	0.992413	1171.21	73	1	0	1154
30	1843925	8780	151	1852705	138	3	5	0.829952	1.13975	0.974057	38.6469	5	3	0	37
31	261102	291388	16	552490	12	1	0	0.162319	0	0.999982	3977.09	0	1	0	3977
32	67826	460337	11	528163	210	7	1	1.38261	0.0344828	0.999893	5898.34	1	7	0	5897
33	2534600	4907	77	2539507	118	1	0	0.0434783	0	0.999167	23.0217	0	1	0	23
34	91315	111097	27	202412	1406	239	3	52.8734	0.961283	0.993828	3869.21	3	239	0	3811
35	2218291	3375	199	2221666	258	5	3	1.31014	0.506957	0.939289	14.2324	3	5	0	13
36	5187	1167	11	6354	158	791	61	177.5	13.9819	0.938446	1408.37	61	791	0	1222
37	147947	303578	2248	451525	1686	98	160	21.9961	31.9087	0.994086	4655.37	160	98	0	4602
38	319664	50980	23	370644	105	14	0	3.72754	0	0.998652	1220.61	0	14	0	1217
39	8567	16943	11	25510	2076	1672	8	379.416	1.3297	0.947452	3220.97	8	1672	0	2847
40	2165	2202	54	4367	36	242	373	54.4338	87.752	0.978559	3405.21	373	242	0	3258
41	790981	393650	70	1184631	56	1	0	0.414493	0	0.999932	2679.72	0	1	0	2679
42	1444	410300	23	411744	1161	85	0	18.972	0	0.99867	6294.52	0	85	0	6277
43	10536	31827	132	42363	2215	1140	77	262.848	16.095	0.968255	3950.22	77	1140	0	3675
44	307180	17073	59	324253	146	23	10	4.87053	1.59649	0.993792	489.987	10	23	0	483
45	278331	33868	10	312199	599	77	1	15.1527	0.0344828	0.992935	949.822	1	77	0	931
46	2061026	4201	38	2065227	46	1	0	0.162319	0	0.996897	23.087	0	1	0	23
47	55926	3783	16	59709	336	183	11	41.2966	2.48699	0.966397	585.747	11	183	0	541
48	440501	31836	597	472337	530	43	66	10.1527	14.7804	0.978719	598.345	66	43	0	574
49	2513616	18043	19	2531659	2355	43	0	9.05217	0	0.936989	63.8913	0	43	0	56
50	20107	21382	26	41489	617	460	31	110.041	8.58076	0.985057	3575.5	31	460	0	3462
51	9062	37147	1661	46209	1419	627	779	133.902	162.898	0.9634	4099.65	779	627	0	3811
52	530793	143919	27	674712	101	2	0	0.324638	0	0.999924	1894.17	0	2	0	1894
53	4322579	1672	1242	4324251	376	2	16	0.603865	4.05566	0.683144	7.79835	16	2	0	3
54	33499	132777	180	166276	94	14	28	4.64638	7.01754	0.998905	5452.93	28	14	0	5441
55	1433	70371	29	71804	1110	396	7	92.229	0.974592	0.992952	5855.78	7	396	0	5757
56	189553	390551	435	580104	62	4	21	1.71208	5.8542	0.999187	4950.17	21	4	0	4943
57	12654	93645	13	106299	102	38	4	8.22126	1.30248	0.999249	5797.94	4	38	0	5788
58	460249	3528	54	463777	45	4	7	0.918841	1.52329	0.980918	65.8193	7	4	0	63
59	144493	2617	1448	147110	11	3	434	0.594203	94.4858	0.775246	230.784	434	3	0	137
60	1067449	6590	774	1074039	174	5	38	1.31691	6.58984	0.93709	67.4738	38	5	0	58
61	4321	1225	115	5546	399	1532	448	343.143	92.2238	0.830968	1214.69	448	1532	0	793
62	3027239	2649	12	3029888	94	0	0	0	0	1	10	0	0	0	10
63	4163	15545	1766	19708	185	163	1781	40.8232	386.754	0.936271	3654.42	1781	163	0	3233
64	722535	74431	114	796966	16	2	5	0.696618	1.26437	0.998845	877.767	5	2	0	876
65	4906261	1131	2939	4907392	37	0	27	0	4.66788	0.601134	6.27586	27	0	0	1
66	4249751	29017	393	4278768	38	0	7	0	0.978221	0.992086	69.0172	7	0	0	67
67	2340208	19118	32	2359326	68	1	1	0.124638	0.508772	0.995783	80.4348	1	1	0	79
68	1341859	1205	77	1343064	11	0	5	0	1.37326	0.944536	13.7586	5	0	0	12
69	81715	3924	1886	85639	206	84	772	19.5498	172.818	0.805848	533.172	772	84	0	346
70	4930	9188	1633	14118	204	251	2008	54.0918	439.271	0.910571	2989.99	2008	251	0	2503
71	513074	5554	104	518628	14	0	6	0	0.854809	0.995903	116.534	6	0	0	116
72	6624	7792	346	14416	158	252	690	60.5005	146.087	0.968404	3423.74	690	252	0	3231
73	7986	5982	1063	13968	41	71	1689	15.0705	349.385	0.918414	2455.71	1689	71	0	2106
74	49391	11945	22	61336	962	552	5	128.869	0.929825	0.963621	1584.34	5	552	0	1453
75	80830	158162	635	238992	387	39	96	8.857	22.9443	0.996416	4666.36	96	39	0	4634
76	3854441	30549	174	3884990	104	0	0	0	0	1	64	0	0	0	64
77	418726	2555	17	421281	18	3	3	0.711111	0.642468	0.98821	57.0645	3	3	0	56
78	55457	62751	142	118208	51	15	34	2.08019	9.03872	0.998477	3918.92	34	15	0	3908
79	741300	9146	107	750446	721	47	8	9.35072	2.22747	0.957476	126.685	8	47	0	115
80	2045	151170	16	153215	27	4	5	1.27729	1.34362	0.999791	6295.16	5	4	0	6292
81	3529238	29505	321	3558743	46	0	0	0	0	1	72	0	0	0	72
82	1676	9869	190	11545	118	239	456	54.7353	94.121	0.984853	5064.3	456	239	0	4918
83	77768	100870	116	178638	105	14	19	3.83092	3.84332	0.999083	4185.3	19	14	0	4177
84	1884378	102544	14	1986922	1689	37	0	8.55266	0	0.992146	480.913	0	37	0	472
85	70712	5199	403	75911	2715	1012	186	229.85	39.4604	0.754063	512.749	186	1012	0	268
86	8149	1068	93	9217	12	45	396	11.8502	84.9776	0.9497	1043.88	396	45	0	954
87	16446	40988	383	57434	2591	1031	172	234.018	37.8391	0.967335	3819.1	172	1031	0	3553
88	17860	9335	50	27195	11	14	74	3.94396	17.1034	0.995977	2807.28	74	14	0	2785
89	13271	111453	33	124724	17	3	6	0.211594	0.967332	0.999894	6006.82	6	3	0	6006
90	287773	9100	72	296873	14	2	7	0.0869565	2.05021	0.996066	300.854	7	2	0	299
91	255805	3462	133	259267	629	103	24	26.2329	4.06594	0.888631	125.574	24	103	0	97
92	35674	12388	1656	48062	115	63	995	14.1159	212.504	0.932711	1846.13	995	63	0	1631
93	1262	21713	18	22975	967	960	16	215.44	3.34059	0.980296	4930.58	16	960	0	4719
94	54314	4694	1660	59008	14	9	952	1.51498	213.52	0.85249	801.439	952	9	0	589
95	7788	111469	13	119257	1326	275	3	62.9101	0.318209	0.995138	5748.52	3	275	0	5691
96	400538	1591	16	402129	2842	165	3	28.7517	0.827586	0.648614	38.994	3	165	0	20
97	2178	214596	2368	216774	879	92	295	20.6058	65.7616	0.992299	5950.23	295	92	0	5866
98	15975	4537	10	20512	134	220	20	50.0763	3.99819	0.98683	1849.76	20	220	0	1790
99	7583	263179	1442	270762	537	55	170	14.1295	37.0641	0.995564	6072.9	170	55	0	6024
100	100774	11312	22	112086	29	10	8	2.76908	1.16697	0.997882	884.855	8	10	0	882
1	9467	3228	1198	12695	34	62	2053	12.457	442.108	0.84555	1610.9	2053	62	0	1175
2	6959	27949	21	34908	80	65	23	13.2918	5.16031	0.998392	5440.46	23	65	0	5425
3	2885457	1399	873	2886856	49	1	13	0.0434783	3.16334	0.80011	8.76312	13	1	0	6
4	27503	156011	524	183514	13	2	75	0.286957	16.6963	0.99831	5595.51	75	2	0	5580
5	2845	72381	603	75226	15	9	222	2.75652	48.346	0.995294	5996.47	222	9	0	5945
6	107552	82948	387	190500	88	12	67	2.94203	14.7538	0.997206	3415.02	67	12	0	3394
7	1888162	13099	18	1901261	57	3	1	0.635749	0.160315	0.994531	67.6949	1	3	0	67
8	976985	35953	204	1012938	25	2	6	0.337198	1.53842	0.997055	342.316	6	2	0	341
9	581285	9038	1753	590323	1661	87	122	21.5179	26.974	0.849456	162.879	122	87	0	115
10	2215187	375451	44	2590638	1883	29	1	5.09855	0.0998185	0.998192	1275.6	1	29	0	1272
11	217691	64923	760	282614	36	6	90	0.973913	16.6031	0.995338	2081.34	90	6	0	2064
12	954133	2267	2482	956400	420	14	118	3.25121	23.2535	0.712927	49.1312	118	14	0	20
13	26941	193009	144	219950	1509	190	18	39.5014	4.14398	0.996486	5619.71	18	190	0	5577
14	304127	5117	122	309244	34	9	14	2.01063	2.317	0.985091	146.331	14	9	0	143
15	42877	126009	59	168886	81	8	15	1.91111	2.94434	0.999525	5241.1	15	8	0	5236
16	216702	173524	18	390226	58	11	1	1.657	0.45977	0.999718	3501.33	1	11	0	3499
17	36386	1151	196	37537	569	516	193	102.226	39.36	0.760821	284.078	193	516	0	141
18	1062	38447	16	39509	656	460	16	104.605	2.87296	0.991478	5609.5	16	460	0	5505
19	13123	139304	319	152427	40	7	62	1.00483	12.5898	0.998746	5961.33	62	7	0	5949
20	1401	194247	2180	195648	66	6	335	1.1285	69.8173	0.99342	6001.53	335	6	0	5935
21	3962672	106096	2906	4068768	192	1	30	0.0434783	5.61343	0.988169	266.444	30	1	0	259
22	3128235	1605	14	3129840	172	3	0	0.848309	0	0.942575	6.56522	0	3	0	6
23	2807970	4445	84	2812415	12	0	0	0	0	1	16	0	0	0	16
24	3179133	2916	1155	3182049	26	2	16	0.316908	4.67695	0.83924	16.8808	16	2	0	13
25	23211	2919	342	26130	91	139	477	29.885	105.73	0.929542	1021.4	477	139	0	892
26	2190	47363	578	49553	148	73	301	17.6493	65.7961	0.992393	5854.43	301	73	0	5773
27	1711613	71963	1557	1783576	1417	27	44	6.8657	9.18209	0.976184	342.498	44	27	0	324
28	14978	4347	24	19325	26	58	50	10.7401	11.363	0.993963	1836.52	50	58	0	1815
29	1346535	213686	2882	1560221	99	1	87	0.449275	19.0986	0.991597	1292.64	87	1	0	1275
30	1843925	8780	151	1852705	138	3	5	1.10242	0.827586	0.978138	43.4175	5	3	0	42
31	261102	291388	16	552490	12	2	0	0.672464	0	0.999925	3950.57	0	2	0	3950
32	67826	460337	11	528163	210	17	1	2.78164	0.0344828	0.999784	5771.13	1	17	0	5767
33	2534600	4907	77	2539507	118	1	0	0.29372	0	0.994849	25.1739	0	1	0	25
34	91315	111097	27	202412	1406	224	8	53.8792	2.41258	0.99349	3861.07	8	224	0	3804
35	2218291	3375	199	2221666	258	2	4	0.0869565	1.4029	0.939613	13.5435	4	2	0	12
36	5187	1167	11	6354	158	784	56	175.539	11.7453	0.936896	1340.51	56	784	0	1162
37	147947	303578	2248	451525	1686	86	152	19.9333	33.4059	0.994082	4639.44	152	86	0	4586
38	319664	50980	23	370644	105	12	1	2.48792	0.266788	0.99898	1222.79	1	12	0	1220
39	8567	16943	11	25510	2076	1673	9	376.316	1.19177	0.946033	3109.93	9	1673	0	2733
40	2165	2202	54	4367	36	248	379	54.9604	88.9044	0.978711	3470.67	379	248	0	3333
41	790981	393650	70	1184631	56	1	2	0.124638	0.250454	0.999929	2738.2	2	1	0	2738
42	1444	410300	23	411744	1161	78	0	17.8512	0	0.99875	6299.78	0	78	0	6285
43	10536	31827	132	42363	2215	1180	73	254.945	16.8959	0.968535	3888.23	73	1180	0	3624
44	307180	17073	59	324253	146	16	9	4.71594	1.10466	0.994595	499.338	9	16	0	495
45	278331	33868	10	312199	599	79	2	15.8232	0.368421	0.992383	944.42	2	79	0	931
46	2061026	4201	38	2065227	46	0	0	0	0	1	17	0	0	0	17
47	55926	3783	16	59709	336	223	12	48.4976	2.33091	0.961477	591.835	12	223	0	541
48	440501	31836	597	472337	530	44	38	9.50821	8.47187	0.985801	628.902	38	44	0	615
49	2513616	18043	19	2531659	2355	33	0	8.34879	0	0.935511	57.587	0	33	0	49
50	20107	21382	26	41489	617	428	18	100.436	4.57048	0.986814	3559.6	18	428	0	3454
51	9062	37147	1661	46209	1419	657	798	159.572	170.155	0.959381	4073.47	798	657	0	3751
52	530793	143919	27	674712	101	0	2	0	0.522686	0.999844	1871.1	2	0	0	1870
53	4322579	1672	1242	4324251	376	3	8	0.445411	1.91228	0.809745	6.56672	8	3	0	5
54	33499	132777	180	166276	94	13	38	2.78068	7.94071	0.998951	5398.31	38	13	0	5387
55	1433	70371	29	71804	1110	409	11	100.116	2.50454	0.992154	5813.11	11	409	0	5711
56	189553	390551	435	580104	62	3	13	0.988406	2.80641	0.999582	4791.87	13	3	0	4789
57	12654	93645	13	106299	102	35	3	7.55169	0.915306	0.999343	5848.5	3	35	0	5841
58	460249	3528	54	463777	45	1	7	0.463768	1.17302	0.989257	80.0202	7	1	0	79
59	144493	2617	1448	147110	11	2	386	0.205797	78.6364	0.81064	228.109	386	2	0	151
60	1067449	6590	774	1074039	174	4	45	0.667633	8.29462	0.916577	58.6627	45	4	0	50
61	4321	1225	115	5546	399	1491	451	327.733	96.6733	0.829502	1177.96	451	1491	0	782
62	3027239	2649	12	3029888	94	2	1	0.766184	0.0344828	0.945558	6.6042	1	2	0	6
63	4163	15545	1766	19708	185	208	1642	46.8415	362.471	0.938036	3584.63	1642	208	0	3180
64	722535	74431	114	796966	16	2	6	0.316908	1.8778	0.998577	835.76	6	2	0	834
65	4906261	1131	2939	4907392	37	0	23	0	4.27828	0.599267	5.72414	23	0	0	2
66	4249751	29017	393	4278768	38	0	5	0	1.6098	0.984807	59.1207	5	0	0	58
67	2340208	19118	32	2359326	68	2	0	0.553623	0	0.996677	73.5435	0	2	0	73
68	1341859	1205	77	1343064	11	2	3	0.406763	0.523291	0.962366	12.5322	3	2	0	12
69	81715	3924	1886	85639	206	88	801	20.1217	165.958	0.806141	515.94	801	88	0	333
70	4930	9188	1633	14118	204	229	2007	48.5913	430.783	0.910542	2909.02	2007	229	0	2438
71	513074	5554	104	518628	14	1	9	0.124638	3.06836	0.980522	90.6859	9	1	0	88
72	6624	7792	346	14416	158	276	658	60.8184	142.131	0.968512	3369.94	658	276	0	3166
73	7986	5982	1063	13968	41	58	1770	15.6386	374.107	0.912983	2461.54	1770	58	0	2081
74	49391	11945	22	61336	962	530	11	123.577	2.42529	0.964208	1567.96	11	530	0	1436
75	80830	158162	635	238992	387	41	96	8.30338	22.118	0.996529	4616.15	96	41	0	4581
76	3854441	30549	174	3884990	104	1	0	0.124638	0	0.99945	100.065	0	1	0	100
77	418726	2555	17	421281	18	1	3	0.29372	0.879008	0.99065	66.3636	3	1	0	65
78	55457	62751	142	118208	51	13	54	2.5343	10.7393	0.99822	4000.21	54	13	0	3986
79	741300	9146	107	750446	721	32	5	6.48406	1.50454	0.966531	110.873	5	32	0	103
80	2045	151170	16	153215	27	6	6	1.42222	1.098	0.999804	6320.44	6	6	0	6318
81	3529238	29505	321	3558743	46	1	6	0.198068	1.47066	0.988594	79.6432	6	1	0	78
82	1676	9869	190	11545	118	247	422	60.2367	94.0315	0.984342	5051.14	422	247	0	4902
83	77768	100870	116	178638	105	25	23	5.72367	4.42287	0.998816	4218.7	23	25	0	4209
84	1884378	102544	14	1986922	1689	37	0	9.31208	0	0.990645	439.696	0	37	0	432
