Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
51	9062	37147	1661	46209	1419	672	786	156.806	166.39	0.959446	3998.15	786	672	0	3686
52	530793	143919	27	674712	101	10	2	2.96039	0.199637	0.999232	1846.19	2	10	0	1844
53	4322579	1672	1242	4324251	376	6	12	1.78744	2.25408	0.746614	8.05697	12	6	0	4
54	33499	132777	180	166276	94	13	38	2.81739	7.82154	0.998974	5472.81	38	13	0	5461
55	1433	70371	29	71804	1110	394	8	90.2473	2.13007	0.992902	5781.98	8	394	0	5700
56	189553	390551	435	580104	62	5	26	1.23092	5.03146	0.999297	4772.25	26	5	0	4766
57	12654	93645	13	106299	102	25	8	5.70338	1.55112	0.999421	5839.06	8	25	0	5832
58	460249	3528	54	463777	45	9	4	2.70531	0.53781	0.977194	65.6334	4	9	0	62
59	144493	2617	1448	147110	11	1	415	0.124638	91.9268	0.787502	236.814	415	1	0	152
60	1067449	6590	774	1074039	174	3	28	0.461836	3.63218	0.962403	59.2264	28	3	0	55
61	4321	1225	115	5546	399	1545	482	349.501	111.523	0.825323	1252.96	482	1545	0	805
62	3027239	2649	12	3029888	94	0	0	0	0	1	10	0	0	0	10
63	4163	15545	1766	19708	185	194	1708	44.8251	373.5	0.935715	3535.87	1708	194	0	3131
64	722535	74431	114	796966	16	0	9	0	1.92196	0.998748	857.983	9	0	0	856
65	4906261	1131	2939	4907392	37	1	28	0.124638	5.70841	0.502222	6.20315	28	1	0	2
66	4249751	29017	393	4278768	38	0	1	0	0.160315	0.998431	57.0862	1	0	0	57
67	2340208	19118	32	2359326	68	3	0	0.25314	0	0.998493	74.1304	0	3	0	74
68	1341859	1205	77	1343064	11	1	5	0.463768	0.54386	0.941373	8.66942	5	1	0	7
69	81715	3924	1886	85639	206	87	801	20.1614	178.275	0.802671	540.996	801	87	0	352
70	4930	9188	1633	14118	204	256	1962	55.6908	412.172	0.914241	2952.13	1962	256	0	2484
71	513074	5554	104	518628	14	1	12	0.0434783	2.4761	0.985476	96.4528	12	1	0	93
72	6624	7792	346	14416	158	296	649	62.1498	131.895	0.970492	3423.12	649	296	0	3226
73	7986	5982	1063	13968	41	65	1780	14.6454	374.16	0.913285	2465.41	1780	65	0	2089
74	49391	11945	22	61336	962	545	13	124.82	3.31034	0.961876	1499.83	13	545	0	1377
75	80830	158162	635	238992	387	42	84	9.64928	17.1555	0.997007	4624.77	84	42	0	4597
76	3854441	30549	174	3884990	104	3	4	0.968116	1.04053	0.98425	64.033	4	3	0	61
77	418726	2555	17	421281	18	3	1	0.330435	0.0344828	0.997211	59.1912	1	3	0	59
78	55457	62751	142	118208	51	10	42	1.36908	8.72898	0.998631	4003.24	42	10	0	3991
79	741300	9146	107	750446	721	45	2	10.0937	0.494253	0.958536	114.601	2	45	0	102
80	2045	151170	16	153215	27	8	5	2.01353	1.18693	0.999756	6355.92	5	8	0	6353
81	3529238	29505	321	3558743	46	0	4	0	0.743497	0.995149	85.6034	4	0	0	85
82	1676	9869	190	11545	118	259	420	60.8609	92.5856	0.984468	5058.18	420	259	0	4910
83	77768	100870	116	178638	105	22	24	5.11401	5.71506	0.99866	4065.83	24	22	0	4056
84	1884378	102544	14	1986922	1689	36	0	6.97295	0	0.993744	492.152	0	36	0	486
85	70712	5199	403	75911	2715	1002	184	216.3	40.2541	0.77587	536.086	184	1002	0	292
86	8149	1068	93	9217	12	50	369	13.3556	77.8306	0.95225	1030.6	369	50	0	939
87	16446	40988	383	57434	2591	1023	165	237.529	37.6727	0.967615	3897.24	165	1023	0	3630
88	17860	9335	50	27195	11	17	59	2.3971	12.6455	0.997085	2786.79	59	17	0	2774
89	13271	111453	33	124724	17	2	4	0.507246	0.904416	0.999877	5949.62	4	2	0	5948
90	287773	9100	72	296873	14	2	15	0.507246	2.39504	0.9944	278.87	15	2	0	276
91	255805	3462	133	259267	629	102	15	22.7913	3.40956	0.911595	136.386	15	102	0	113
92	35674	12388	1656	48062	115	86	1051	19.0734	229.407	0.928133	1889.03	1051	86	0	1646
93	1262	21713	18	22975	967	934	15	216.839	4.32184	0.980235	4974.28	15	934	0	4747
94	54314	4694	1660	59008	14	6	962	0.937198	213.468	0.851751	795.435	962	6	0	583
95	7788	111469	13	119257	1326	296	3	69.3246	0.567453	0.994601	5727.8	3	296	0	5665
96	400538	1591	16	402129	2842	158	0	24.1923	0	0.545434	24.8478	0	158	0	10
97	2178	214596	2368	216774	879	94	317	22.8251	71.4053	0.991602	5947.95	317	94	0	5857
98	15975	4537	10	20512	134	239	22	58.5855	5.48276	0.984324	1847.29	22	239	0	1782
99	7583	263179	1442	270762	537	46	161	10.2512	32.853	0.996215	6043.88	161	46	0	6005
100	100774	11312	22	112086	29	12	5	2.72271	1.16757	0.997982	918.654	5	12	0	916
1	9467	3228	1198	12695	34	66	2030	15.7807	439.309	0.851482	1675.9	2030	66	0	1242
2	6959	27949	21	34908	80	70	19	15.8377	4.89716	0.998218	5457.23	19	70	0	5440
3	2885457	1399	873	2886856	49	0	7	0	1.13551	0.896246	6.05172	7	0	0	5
4	27503	156011	524	183514	13	0	100	0	20.7834	0.997928	5604.4	100	0	0	5587
5	2845	72381	603	75226	15	6	223	1.31014	46.6993	0.995467	5882.03	223	6	0	5833
6	107552	82948	387	190500	88	12	69	3.18261	15.3194	0.997005	3325.97	69	12	0	3307
7	1888162	13099	18	1901261	57	1	0	0.0850242	0	0.999375	60.0435	0	1	0	60
8	976985	35953	204	1012938	25	1	10	0.502415	2.17362	0.995787	340.866	10	1	0	339
9	581285	9038	1753	590323	1661	101	134	20.2145	29.0532	0.842365	159.07	134	101	0	115
10	2215187	375451	44	2590638	1883	27	1	7.77005	0.188748	0.997277	1298.06	1	27	0	1291
11	217691	64923	760	282614	36	3	105	0.589372	21.6903	0.993608	1935.89	105	3	0	1914
12	954133	2267	2482	956400	420	17	98	4.25604	19.3962	0.711853	43.2766	98	17	0	20
13	26941	193009	144	219950	1509	191	20	40.8638	5.12765	0.996267	5599.54	20	191	0	5555
14	304127	5117	122	309244	34	2	21	0.916908	3.48094	0.984412	150.6	21	2	0	146
15	42877	126009	59	168886	81	18	13	4.4058	2.83848	0.99932	5187.68	13	18	0	5180
16	216702	173524	18	390226	58	4	2	0.713043	0.30127	0.999861	3462.78	2	4	0	3461
17	36386	1151	196	37537	569	470	198	105.146	43.9516	0.740843	277.229	198	470	0	132
18	1062	38447	16	39509	656	474	9	105.723	1.45675	0.991767	5770.09	9	474	0	5669
19	13123	139304	319	152427	40	10	65	2	13.9268	0.998534	5911.92	65	10	0	5895
20	1401	194247	2180	195648	66	11	322	3.43671	66.8548	0.993474	5953.46	322	11	0	5877
21	3962672	106096	2906	4068768	192	3	30	0.582609	6.01936	0.985813	254.908	30	3	0	248
22	3128235	1605	14	3129840	172	4	0	0.861836	0	0.933688	5.78261	0	4	0	5
23	2807970	4445	84	2812415	12	0	2	0	0.276467	0.990446	16.1552	2	0	0	16
24	3179133	2916	1155	3182049	26	0	13	0	2.77193	0.900073	15.3448	13	0	0	13
25	23211	2919	342	26130	91	119	474	26.9981	103.253	0.93272	1030.33	474	119	0	901
26	2190	47363	578	49553	148	82	297	17.5391	66.6146	0.992191	5754.95	297	82	0	5666
27	1711613	71963	1557	1783576	1417	28	40	5.08116	9.39262	0.979464	364.512	40	28	0	352
28	14978	4347	24	19325	26	47	46	11.9005	11.9401	0.993957	1972.88	46	47	0	1949
29	1346535	213686	2882	1560221	99	2	71	0.283092	16.0248	0.992379	1190.62	71	2	0	1176
30	1843925	8780	151	1852705	138	5	4	1.27053	0.756806	0.975838	40.7316	4	5	0	38
31	261102	291388	16	552490	12	1	0	0.43285	0	0.999953	4053.3	0	1	0	4053
32	67826	460337	11	528163	210	7	1	1.23092	0.312765	0.999875	5749.58	1	7	0	5748
33	2534600	4907	77	2539507	118	1	1	0.124638	0.406534	0.98321	16.7894	1	1	0	16
34	91315	111097	27	202412	1406	219	8	45.8	1.09135	0.994666	3905.29	8	219	0	3864
35	2218291	3375	199	2221666	258	3	5	0.213527	0.490623	0.984246	23.3673	5	3	0	23
36	5187	1167	11	6354	158	769	60	175.412	13.9885	0.936366	1348.11	60	769	0	1163
37	147947	303578	2248	451525	1686	124	164	25.8966	31.8663	0.99356	4538.64	164	124	0	4489
38	319664	50980	23	370644	105	12	3	2.81739	0.23291	0.998948	1305.25	3	12	0	1302
39	8567	16943	11	25510	2076	1755	9	388.022	2.31881	0.943999	3101.79	9	1755	0	2722
40	2165	2202	54	4367	36	235	386	55.8966	80.2438	0.979536	3394.9	386	235	0	3268
41	790981	393650	70	1184631	56	2	2	0.170048	0.521476	0.999863	2672.71	2	2	0	2672
42	1444	410300	23	411744	1161	87	2	18.571	0.358137	0.998653	6232.84	2	87	0	6215
43	10536	31827	132	42363	2215	1224	65	272.633	11.7374	0.967023	3860.98	65	1224	0	3588
44	307180	17073	59	324253	146	14	4	3.57971	1.61283	0.994917	488.137	4	14	0	481
45	278331	33868	10	312199	599	71	3	15.7304	0.23291	0.992578	953.403	3	71	0	938
46	2061026	4201	38	2065227	46	0	0	0	0	1	16	0	0	0	16
47	55926	3783	16	59709	336	217	9	46.3198	1.0248	0.961483	547.975	9	217	0	498
48	440501	31836	597	472337	530	44	43	7.49758	9.77435	0.986186	634.707	43	44	0	616
49	2513616	18043	19	2531659	2355	30	0	7.8599	0	0.943286	61.587	0	30	0	56
50	20107	21382	26	41489	617	475	20	108.094	3.44586	0.985853	3512.98	20	475	0	3405
51	9062	37147	1661	46209	1419	681	803	154.187	178.025	0.958035	3990.25	803	681	0	3660
52	530793	143919	27	674712	101	6	2	1.10628	0.102238	0.999708	1864.21	2	6	0	1862
53	4322579	1672	1242	4324251	376	5	9	0.573913	2.32728	0.788097	7.23313	9	5	0	3
54	33499	132777	180	166276	94	19	38	4.89469	9.98246	0.998579	5445.12	38	19	0	5429
55	1433	70371	29	71804	1110	387	12	86.4029	2.34362	0.993229	5828.34	12	387	0	5745
56	189553	390551	435	580104	62	1	26	0.162319	7.21779	0.999158	4875.07	26	1	0	4869
57	12654	93645	13	106299	102	25	1	5.9256	0.241984	0.999532	5873.81	1	25	0	5868
58	460249	3528	54	463777	45	2	8	0.168116	1.16818	0.991915	89.8628	8	2	0	89
59	144493	2617	1448	147110	11	5	413	1.54493	92.127	0.791369	244.909	413	5	0	153
60	1067449	6590	774	1074039	174	8	32	1.20966	6.97157	0.91613	52.4888	32	8	0	45
61	4321	1225	115	5546	399	1508	470	340.459	103.402	0.830275	1238.84	470	1508	0	806
62	3027239	2649	12	3029888	94	0	0	0	0	1	10	0	0	0	10
63	4163	15545	1766	19708	185	185	1765	42.2135	386.987	0.935673	3631.88	1765	185	0	3206
64	722535	74431	114	796966	16	0	4	0	0.418028	0.999721	837.224	4	0	0	837
65	4906261	1131	2939	4907392	37	1	26	0.263768	5.42771	0.719728	10.9453	26	1	0	5
66	4249751	29017	393	4278768	38	0	5	0	1.3291	0.987842	61.0172	5	0	0	60
67	2340208	19118	32	2359326	68	1	0	0.511111	0	0.997331	84.5	0	1	0	84
68	1341859	1205	77	1343064	11	3	0	0.255072	0	0.987656	9.13043	0	3	0	9
69	81715	3924	1886	85639	206	82	782	19.8184	168.099	0.791791	484.777	782	82	0	306
70	4930	9188	1633	14118	204	220	2021	49.8667	443.623	0.908406	2924.5	2021	220	0	2434
71	513074	5554	104	518628	14	1	9	0.0434783	1.64307	0.989348	87.9093	9	1	0	85
72	6624	7792	346	14416	158	295	690	70.1865	148.175	0.966502	3391.88	690	295	0	3174
73	7986	5982	1063	13968	41	57	1692	13.0483	357.866	0.916595	2447.28	1692	57	0	2078
74	49391	11945	22	61336	962	539	10	125.001	2.61887	0.9618	1488.87	10	539	0	1359
75	80830	158162	635	238992	387	45	101	11.6473	23.1295	0.996135	4673.47	101	45	0	4637
76	3854441	30549	174	3884990	104	1	4	0.198068	0.741682	0.992841	70.0742	4	1	0	69
77	418726	2555	17	421281	18	3	2	0.368116	0.760436	0.989022	53.4783	2	3	0	52
78	55457	62751	142	118208	51	20	49	5.23865	10.0563	0.99804	4046.23	49	20	0	4029
79	741300	9146	107	750446	721	35	10	8.14783	1.8778	0.963263	126.767	10	35	0	119
80	2045	151170	16	153215	27	4	4	0.761353	0.735632	0.999883	6369.63	4	4	0	6367
81	3529238	29505	321	3558743	46	0	5	0	0.430127	0.99696	79.0517	5	0	0	78
